Cluster Representative	P-P Genomes
IMGVR_UViG_2537561562_000006	IMGVR_UViG_2534682090_000003
IMGVR_UViG_2537561618_000001	IMGVR_UViG_2537561618_000001
IMGVR_UViG_2537561618_000002	IMGVR_UViG_2537561618_000002
IMGVR_UViG_2537561620_000002	IMGVR_UViG_2537561620_000002
IMGVR_UViG_2537561620_000003	IMGVR_UViG_2537561620_000003
IMGVR_UViG_2537561620_000005	IMGVR_UViG_2537561620_000005
IMGVR_UViG_2537561620_000007	IMGVR_UViG_2537561620_000007
IMGVR_UViG_2537561626_000001	IMGVR_UViG_2537561626_000001
IMGVR_UViG_2537561688_000003	IMGVR_UViG_2537561688_000003
IMGVR_UViG_2537561688_000003	IMGVR_UViG_2529292721_000001
IMGVR_UViG_2537561688_000003	IMGVR_UViG_2531839581_000001
IMGVR_UViG_2537561688_000003	IMGVR_UViG_2534681763_000002
IMGVR_UViG_2537561688_000003	IMGVR_UViG_2537561693_000004
IMGVR_UViG_2537561688_000003	IMGVR_UViG_2537561685_000004
IMGVR_UViG_2537561688_000003	Gammaproteobacteria_gi_452274493
IMGVR_UViG_2537561688_000003	IMGVR_UViG_2531839582_000006
IMGVR_UViG_2537561688_000003	IMGVR_UViG_2531839580_000005
IMGVR_UViG_2537561688_000003	IMGVR_UViG_2531839586_000003
IMGVR_UViG_2537561688_000003	IMGVR_UViG_2537561692_000002
IMGVR_UViG_2537561688_000003	Gammaproteobacteria_gi_590817279
IMGVR_UViG_2537561689_000002	IMGVR_UViG_2537561689_000002
IMGVR_UViG_2537561691_000004	IMGVR_UViG_2537561691_000004
IMGVR_UViG_2537561691_000004	IMGVR_UViG_2545824715_000002
IMGVR_UViG_2537561718_000002	IMGVR_UViG_2537561718_000002
IMGVR_UViG_2537561722_000002	IMGVR_UViG_2537561722_000002
IMGVR_UViG_2537561722_000003	IMGVR_UViG_2537561722_000003
IMGVR_UViG_2537561765_000001	IMGVR_UViG_2537561765_000001
IMGVR_UViG_2537561778_000003	IMGVR_UViG_2537561778_000003
IMGVR_UViG_2537561778_000005	IMGVR_UViG_2537561778_000005
IMGVR_UViG_2537561801_000002	IMGVR_UViG_2537561801_000002
IMGVR_UViG_2537561824_000003	IMGVR_UViG_2537561824_000003
IMGVR_UViG_2537561824_000003	IMGVR_UViG_2537561823_000002
IMGVR_UViG_2537561824_000003	IMGVR_UViG_2537561828_000002
IMGVR_UViG_2537561824_000003	IMGVR_UViG_2545824716_000003
IMGVR_UViG_2537561824_000003	IMGVR_UViG_2545824718_000003
IMGVR_UViG_2537561857_000004	IMGVR_UViG_2537561857_000004
IMGVR_UViG_2537561924_000001	IMGVR_UViG_2537561924_000001
IMGVR_UViG_2537561930_000001	IMGVR_UViG_2537561930_000001
IMGVR_UViG_2537561930_000001	IMGVR_UViG_2531839477_000002
IMGVR_UViG_2537561930_000003	IMGVR_UViG_2537561930_000003
IMGVR_UViG_2537561932_000005	IMGVR_UViG_2537561932_000005
IMGVR_UViG_2537561935_000002	IMGVR_UViG_2537561935_000002
IMGVR_UViG_2537561935_000002	IMGVR_UViG_2531839588_000003
IMGVR_UViG_2537561935_000002	IMGVR_UViG_2531839588_000004
IMGVR_UViG_2537561935_000002	IMGVR_UViG_2537561928_000004
IMGVR_UViG_2537561935_000002	IMGVR_UViG_2537561936_000004
IMGVR_UViG_2537561944_000001	IMGVR_UViG_2537561944_000001
IMGVR_UViG_2537561944_000004	IMGVR_UViG_2537561944_000004
IMGVR_UViG_2537561944_000004	IMGVR_UViG_2526164663_000005
IMGVR_UViG_2537561944_000005	IMGVR_UViG_2537561944_000005
IMGVR_UViG_2537561944_000005	IMGVR_UViG_2526164665_000005
IMGVR_UViG_2537561944_000005	IMGVR_UViG_2537562191_000010
IMGVR_UViG_2537561944_000007	IMGVR_UViG_2537561944_000007
IMGVR_UViG_2537561965_000004	IMGVR_UViG_2537561965_000004
IMGVR_UViG_2537561965_000004	IMGVR_UViG_2531839326_000006
IMGVR_UViG_2537561965_000004	IMGVR_UViG_2531839327_000001
IMGVR_UViG_2537561965_000004	IMGVR_UViG_2531839328_000004
IMGVR_UViG_2537561965_000004	IMGVR_UViG_2531839329_000004
IMGVR_UViG_2537561965_000004	IMGVR_UViG_2531839333_000004
IMGVR_UViG_2537561965_000004	IMGVR_UViG_2531839336_000003
IMGVR_UViG_2537561965_000004	IMGVR_UViG_2534682168_000004
IMGVR_UViG_2537561965_000004	IMGVR_UViG_2534682169_000003
IMGVR_UViG_2537561965_000004	IMGVR_UViG_2534682222_000002
IMGVR_UViG_2537561965_000004	IMGVR_UViG_2534682330_000004
IMGVR_UViG_2537561965_000004	IMGVR_UViG_2537561690_000003
IMGVR_UViG_2537561965_000004	IMGVR_UViG_2537562119_000003
IMGVR_UViG_2537561965_000004	IMGVR_UViG_2531839326_000004
IMGVR_UViG_2537561965_000004	IMGVR_UViG_2534682330_000002
IMGVR_UViG_2537561965_000004	IMGVR_UViG_2534682170_000004
IMGVR_UViG_2537561980_000004	IMGVR_UViG_2537561980_000004
IMGVR_UViG_2537561991_000002	IMGVR_UViG_2537561991_000002
IMGVR_UViG_2537561991_000002	IMGVR_UViG_2526164631_000008
IMGVR_UViG_2537561991_000002	IMGVR_UViG_2526164633_000005
IMGVR_UViG_2537561991_000002	Gammaproteobacteria_gi_194430136
IMGVR_UViG_2537561991_000003	IMGVR_UViG_2537561991_000003
IMGVR_UViG_2537562019_000004	IMGVR_UViG_2537562019_000004
IMGVR_UViG_2537562020_000002	IMGVR_UViG_2537562020_000002
IMGVR_UViG_2537562057_000001	IMGVR_UViG_2537562057_000001
IMGVR_UViG_2537562119_000001	IMGVR_UViG_2537562119_000001
IMGVR_UViG_2537562161_000001	IMGVR_UViG_2537562161_000001
IMGVR_UViG_2537562190_000003	IMGVR_UViG_2537562190_000003
IMGVR_UViG_2537562190_000006	IMGVR_UViG_2537562190_000006
IMGVR_UViG_2537562191_000001	IMGVR_UViG_2537562191_000001
IMGVR_UViG_2537562191_000002	IMGVR_UViG_2537562191_000002
IMGVR_UViG_2537562191_000009	IMGVR_UViG_2537562191_000009
IMGVR_UViG_2537562191_000013	IMGVR_UViG_2537562191_000013
IMGVR_UViG_2537562191_000014	IMGVR_UViG_2537562191_000014
IMGVR_UViG_2537562191_000017	IMGVR_UViG_2537562191_000017
IMGVR_UViG_2537562191_000017	Gammaproteobacteria_gi_193066647
IMGVR_UViG_2537562194_000002	IMGVR_UViG_2537562194_000002
IMGVR_UViG_2537562217_000002	IMGVR_UViG_2537562217_000002
IMGVR_UViG_2537562217_000002	IMGVR_UViG_2537562218_000004
IMGVR_UViG_2537562217_000002	IMGVR_UViG_2537562219_000004
IMGVR_UViG_2537562217_000002	IMGVR_UViG_2534681698_000005
IMGVR_UViG_2537562217_000003	IMGVR_UViG_2537562217_000003
IMGVR_UViG_2537562217_000004	IMGVR_UViG_2537562217_000004
IMGVR_UViG_2537562217_000004	IMGVR_UViG_2534681698_000001
IMGVR_UViG_2537562217_000004	IMGVR_UViG_2534681655_000002
IMGVR_UViG_2537562218_000003	IMGVR_UViG_2537562218_000003
IMGVR_UViG_3300028712_000018	IMGVR_UViG_3300028712_000018
IMGVR_UViG_3300028742_000010	IMGVR_UViG_3300028742_000010
IMGVR_UViG_3300028742_000010	IMGVR_UViG_3300029944_000007
IMGVR_UViG_3300028743_000029	IMGVR_UViG_3300028743_000029
IMGVR_UViG_3300028743_000029	IMGVR_UViG_3300030294_000166
IMGVR_UViG_3300028743_000015	IMGVR_UViG_3300028743_000015
IMGVR_UViG_3300028767_000013	IMGVR_UViG_3300028767_000013
IMGVR_UViG_3300028767_000013	IMGVR_UViG_3300028853_000002
IMGVR_UViG_3300028767_000013	IMGVR_UViG_3300029989_000001
IMGVR_UViG_3300028767_000013	IMGVR_UViG_3300030114_000001
IMGVR_UViG_3300028767_000013	IMGVR_UViG_3300030294_000004
IMGVR_UViG_3300028773_000006	IMGVR_UViG_3300028773_000006
IMGVR_UViG_3300028773_000006	IMGVR_UViG_3300030618_000006
IMGVR_UViG_3300028785_000022	IMGVR_UViG_3300028785_000022
IMGVR_UViG_3300028785_000022	IMGVR_UViG_3300028867_000010
IMGVR_UViG_3300028790_000025	IMGVR_UViG_3300028790_000025
IMGVR_UViG_3300028800_000061	IMGVR_UViG_3300028800_000061
IMGVR_UViG_3300028800_000081	IMGVR_UViG_3300028800_000081
IMGVR_UViG_3300028800_000130	IMGVR_UViG_3300028800_000130
IMGVR_UViG_3300028801_000009	IMGVR_UViG_3300028801_000009
IMGVR_UViG_3300028801_000009	IMGVR_UViG_3300028781_000015
IMGVR_UViG_3300028801_000009	IMGVR_UViG_3300030618_000007
IMGVR_UViG_3300028801_000007	IMGVR_UViG_3300028801_000007
IMGVR_UViG_3300028801_000007	IMGVR_UViG_3300028877_000027
IMGVR_UViG_3300028801_000007	IMGVR_UViG_3300030618_000002
IMGVR_UViG_3300028804_000017	IMGVR_UViG_3300028804_000017
IMGVR_UViG_3300028804_000069	IMGVR_UViG_3300028804_000069
IMGVR_UViG_3300028809_000119	IMGVR_UViG_3300028809_000119
IMGVR_UViG_3300028860_000009	IMGVR_UViG_3300028860_000009
IMGVR_UViG_3300028867_000009	IMGVR_UViG_3300028867_000009
IMGVR_UViG_3300028874_000020	IMGVR_UViG_3300028874_000020
IMGVR_UViG_3300028874_000042	IMGVR_UViG_3300028874_000042
IMGVR_UViG_3300028883_000140	IMGVR_UViG_3300028883_000140
IMGVR_UViG_3300028903_000026	IMGVR_UViG_3300028903_000026
IMGVR_UViG_3300028903_000034	IMGVR_UViG_3300028903_000034
IMGVR_UViG_3300028909_000027	IMGVR_UViG_3300028909_000027
IMGVR_UViG_3300029818_000005	IMGVR_UViG_3300029818_000005
IMGVR_UViG_3300029818_000001	IMGVR_UViG_3300029818_000001
IMGVR_UViG_3300029818_000003	IMGVR_UViG_3300029818_000003
IMGVR_UViG_3300029818_000003	IMGVR_UViG_3300029890_000001
IMGVR_UViG_3300029882_000005	IMGVR_UViG_3300029882_000005
IMGVR_UViG_3300029882_000005	IMGVR_UViG_3300028747_000005
IMGVR_UViG_3300029882_000005	IMGVR_UViG_3300028773_000007
IMGVR_UViG_3300029882_000005	IMGVR_UViG_3300030056_000001
IMGVR_UViG_3300029882_000005	IMGVR_UViG_3300030646_000011
IMGVR_UViG_3300029882_000005	IMGVR_UViG_3300030687_000011
IMGVR_UViG_3300029882_000005	IMGVR_UViG_3300030737_000009
IMGVR_UViG_3300029882_000005	IMGVR_UViG_3300030739_000008
IMGVR_UViG_3300029882_000005	IMGVR_UViG_3300031837_000010
IMGVR_UViG_3300029882_000005	IMGVR_UViG_3300029943_000001
IMGVR_UViG_3300029882_000005	IMGVR_UViG_3300029951_000014
IMGVR_UViG_3300029882_000005	IMGVR_UViG_3300029999_000003
IMGVR_UViG_3300029882_000005	IMGVR_UViG_3300028879_000004
IMGVR_UViG_3300029882_000005	IMGVR_UViG_3300028780_000005
IMGVR_UViG_3300029882_000005	IMGVR_UViG_3300028781_000014
IMGVR_UViG_3300029882_000005	IMGVR_UViG_3300028789_000007
IMGVR_UViG_3300029882_000005	IMGVR_UViG_3300028871_000013
IMGVR_UViG_3300029882_000005	IMGVR_UViG_3300029944_000003
IMGVR_UViG_3300029882_000005	IMGVR_UViG_3300030399_000005
IMGVR_UViG_3300029882_000005	IMGVR_UViG_3300031027_000012
IMGVR_UViG_3300029882_000005	IMGVR_UViG_3300029910_000011
IMGVR_UViG_3300029882_000005	IMGVR_UViG_3300030520_000009
IMGVR_UViG_3300029882_000005	IMGVR_UViG_3300030580_000005
IMGVR_UViG_3300029882_000005	IMGVR_UViG_3300031964_000010
IMGVR_UViG_3300029919_000005	IMGVR_UViG_3300029919_000005
IMGVR_UViG_3300029919_000005	IMGVR_UViG_3300028788_000013
IMGVR_UViG_3300029919_000005	IMGVR_UViG_3300029914_000025
IMGVR_UViG_3300029919_000005	IMGVR_UViG_3300029952_000018
IMGVR_UViG_3300029919_000005	IMGVR_UViG_3300030688_000025
IMGVR_UViG_3300029920_000005	IMGVR_UViG_3300029920_000005
IMGVR_UViG_3300029920_000005	IMGVR_UViG_3300028574_000006
IMGVR_UViG_3300029920_000005	IMGVR_UViG_3300028765_000015
IMGVR_UViG_3300029920_000005	IMGVR_UViG_3300029907_000006
IMGVR_UViG_3300029920_000005	IMGVR_UViG_3300029917_000003
IMGVR_UViG_3300029920_000005	IMGVR_UViG_3300029988_000007
IMGVR_UViG_3300029920_000005	IMGVR_UViG_3300030506_000014
IMGVR_UViG_3300029920_000005	IMGVR_UViG_3300029953_000029
IMGVR_UViG_3300029920_000005	IMGVR_UViG_3300029955_000026
IMGVR_UViG_3300029920_000005	IMGVR_UViG_3300030519_000003
IMGVR_UViG_3300029920_000005	IMGVR_UViG_3300029939_000007
IMGVR_UViG_3300029923_000069	IMGVR_UViG_3300029923_000069
IMGVR_UViG_3300029923_000069	IMGVR_UViG_3300029989_000262
IMGVR_UViG_3300029923_000069	IMGVR_UViG_3300030294_000203
IMGVR_UViG_3300029923_000020	IMGVR_UViG_3300029923_000020
IMGVR_UViG_3300029939_000004	IMGVR_UViG_3300029939_000004
IMGVR_UViG_3300029939_000004	IMGVR_UViG_3300028565_000006
IMGVR_UViG_3300029939_000004	IMGVR_UViG_3300028572_000014
IMGVR_UViG_3300029939_000004	IMGVR_UViG_3300028748_000005
IMGVR_UViG_3300029939_000004	IMGVR_UViG_3300029883_000008
IMGVR_UViG_3300029939_000004	IMGVR_UViG_3300029907_000010
IMGVR_UViG_3300029939_000004	IMGVR_UViG_3300029988_000012
IMGVR_UViG_3300029939_000004	IMGVR_UViG_3300029954_000011
IMGVR_UViG_3300029939_000004	IMGVR_UViG_3300030020_000023
IMGVR_UViG_3300029939_000004	IMGVR_UViG_3300028562_000002
IMGVR_UViG_3300029939_000004	IMGVR_UViG_3300028762_000016
IMGVR_UViG_3300029939_000004	IMGVR_UViG_3300029917_000004
IMGVR_UViG_3300029956_000004	IMGVR_UViG_3300029956_000004
IMGVR_UViG_3300029956_000004	IMGVR_UViG_3300028566_000005
IMGVR_UViG_3300029956_000004	IMGVR_UViG_3300028779_000011
IMGVR_UViG_3300029956_000004	IMGVR_UViG_3300030518_000009
IMGVR_UViG_3300029980_000020	IMGVR_UViG_3300029980_000020
IMGVR_UViG_3300029981_000033	IMGVR_UViG_3300029981_000033
IMGVR_UViG_3300029981_000033	IMGVR_UViG_3300030230_000028
IMGVR_UViG_3300029983_000115	IMGVR_UViG_3300029983_000115
IMGVR_UViG_3300029989_000026	IMGVR_UViG_3300029989_000026
IMGVR_UViG_3300030000_000001	IMGVR_UViG_3300030000_000001
IMGVR_UViG_3300030000_000001	IMGVR_UViG_3300028646_000002
IMGVR_UViG_3300030000_000001	IMGVR_UViG_3300029984_000002
IMGVR_UViG_3300030000_000001	IMGVR_UViG_3300029987_000002
IMGVR_UViG_3300030000_000001	IMGVR_UViG_3300030019_000004
IMGVR_UViG_3300030000_000001	IMGVR_UViG_3300030230_000005
IMGVR_UViG_3300030000_000001	IMGVR_UViG_3300031521_000004
IMGVR_UViG_3300030000_000001	IMGVR_UViG_3300028676_000004
MGV-GENOME-0370176	MGV-GENOME-0370176
MGV-GENOME-0370400	MGV-GENOME-0370400
MGV-GENOME-0370400	IMGVR_UViG_3300005326_000072
MGV-GENOME-0370400	UGV-GENOME-0370400_1
MGV-GENOME-0370952	MGV-GENOME-0370952
MGV-GENOME-0370952	UGV-GENOME-0370952_1
MGV-GENOME-0374641	MGV-GENOME-0374641
MGV-GENOME-0374641	UGV-GENOME-0374641_1
MGV-GENOME-0379393	MGV-GENOME-0379393
MGV-GENOME-0379976	MGV-GENOME-0379976
AP019710	AP019710
AP019786	AP019786
AP022645	AP022645
AP023409	AP023409
AP024133	AP024133
AP024133	Gammaproteobacteria_gi_452274727
AP024520	AP024520
AP024522	AP024522
AP024758	AP024758
CP000756	CP000756
CP000756	IMGVR_UViG_641507391_000001
CP000979	CP000979
CP000982	CP000982
CP000984	CP000984
CP000989	CP000989
CP001591	CP001591
CP001591	Gammaproteobacteria_gi_384124388-62-67737
CP002037	CP002037
CP002037	NC_007930
CP012114	CP012114
CP012494	CP012494
CP012732	CP012732
CP012733	CP012733
CP012736	CP012736
CP013823	CP013823
CP013823	NZ_CP012510
CP013823	NZ_CP013803
NZ_CP026938	NZ_CP026938
NZ_CP027045	NZ_CP027045
NZ_CP027045	NZ_CP032225
NZ_CP027046	NZ_CP027046
NZ_CP027122	NZ_CP027122
NZ_CP027133	NZ_CP027133
NZ_CP027133	NZ_CP033882
NZ_CP027155	NZ_CP027155
NZ_CP027199	NZ_CP027199
NZ_CP027223	NZ_CP027223
NZ_CP027309	NZ_CP027309
NZ_CP027309	IMGVR_UViG_2531839449_000005
NZ_CP027358	NZ_CP027358
NZ_CP027369	NZ_CP027369
NZ_CP027443	NZ_CP027443
NZ_CP027560	NZ_CP027560
NZ_CP027575	NZ_CP027575
NZ_CP027590	NZ_CP027590
NZ_CP027605	NZ_CP027605
NZ_CP027608	NZ_CP027608
NZ_CP027608	NZ_CP035046
NZ_CP027608	IMGVR_UViG_2534681845_000001
NZ_CP027608	IMGVR_UViG_2529292948_000001
NZ_CP027608	IMGVR_UViG_2529292949_000001
NZ_CP027608	IMGVR_UViG_2529293185_000002
NZ_CP027608	IMGVR_UViG_2534681844_000001
NZ_CP027608	IMGVR_UViG_2534681846_000001
NZ_CP027608	IMGVR_UViG_2534682261_000005
NZ_CP027608	IMGVR_UViG_2534682328_000001
NZ_CP027613	NZ_CP027613
NZ_CP027615	NZ_CP027615
NZ_CP027645	NZ_CP027645
NZ_CP027794	NZ_CP027794
NZ_CP028125	NZ_CP028125
NZ_CP028194	NZ_CP028194
NZ_CP028198	NZ_CP028198
NZ_CP028198	IMGVR_UViG_3300012177_000004
NZ_CP028198	IMGVR_UViG_3300012177_000016
NZ_CP028198	IMGVR_UViG_3300012177_000013
NZ_CP028216	NZ_CP028216
NZ_CP028430	NZ_CP028430
NZ_CP028433	NZ_CP028433
NZ_CP028544	NZ_CP028544
NZ_CP028550	NZ_CP028550
NZ_CP028585	NZ_CP028585
NZ_CP028794	NZ_CP028794
NZ_CP028864	NZ_CP028864
NZ_CP028868	NZ_CP028868
NZ_CP028874	NZ_CP028874
NZ_CP028875	NZ_CP028875
NZ_CP028878	NZ_CP028878
NZ_CP028880	NZ_CP028880
NZ_CP028881	NZ_CP028881
NZ_CP028992	NZ_CP028992
NZ_CP028997	NZ_CP028997
NZ_CP029103	NZ_CP029103
NZ_CP029117	NZ_CP029117
NZ_CP029117	Gammaproteobacteria_gi_553958193
NZ_CP029117	NZ_CP019075
NZ_CP029153	NZ_CP029153
NZ_CP029153	NZ_CP029156
NZ_CP029155	NZ_CP029155
NZ_CP029181	NZ_CP029181
NZ_CP029244	NZ_CP029244
NZ_CP029247	NZ_CP029247
NZ_CP029360	NZ_CP029360
NZ_CP029365	NZ_CP029365
NZ_CP029389	NZ_CP029389
NZ_CP029421	NZ_CP029421
NZ_CP029457	NZ_CP029457
NZ_CP029493	NZ_CP029493
NZ_CP029540	NZ_CP029540
NZ_CP029555	NZ_CP029555
NZ_CP029570	NZ_CP029570
NZ_CP029688	NZ_CP029688
NZ_CP029849	NZ_CP029849
NZ_CP029857	NZ_CP029857
NZ_CP029857	NZ_CP029867
NZ_CP029857	NZ_CP029889
NZ_CP029857	NZ_CP029901
NZ_CP029857	NZ_CP029905
NZ_CP029857	LT904853
NZ_CP029857	LT904895
NZ_CP029884	NZ_CP029884
NZ_CP029916	NZ_CP029916
NZ_CP029921	NZ_CP029921
NZ_CP029929	NZ_CP029929
NZ_CP029929	NZ_CP029851
NZ_CP029929	NZ_CP029865
NZ_CP029951	NZ_CP029951
NZ_CP029951	NZ_CP029847
NZ_CP030078	NZ_CP030078
NZ_CP030098	NZ_CP030098
NZ_CP030183	NZ_CP030183
NZ_CP030187	NZ_CP030187
NZ_CP030188	NZ_CP030188
NZ_CP030268	NZ_CP030268
NZ_CP030285	NZ_CP030285
NZ_CP030306	NZ_CP030306
NZ_CP030322	NZ_CP030322
NZ_CP030784	NZ_CP030784
NZ_CP030784	IMGVR_UViG_3300012281_000009
NZ_CP030938	NZ_CP030938
NZ_CP031073	NZ_CP031073
NZ_CP031074	NZ_CP031074
NZ_CP031100	NZ_CP031100
NZ_CP031108	NZ_CP031108
NZ_CP031136	NZ_CP031136
NZ_CP031170	NZ_CP031170
NZ_CP031232	NZ_CP031232
NZ_CP031294	NZ_CP031294
IMGVR_UViG_3300027769_000028	IMGVR_UViG_3300027769_000028
IMGVR_UViG_3300027770_000551	IMGVR_UViG_3300027770_000551
IMGVR_UViG_3300027771_000392	IMGVR_UViG_3300027771_000392
IMGVR_UViG_3300027771_000007	IMGVR_UViG_3300027771_000007
IMGVR_UViG_3300027775_000005	IMGVR_UViG_3300027775_000005
IMGVR_UViG_3300027775_000005	IMGVR_UViG_3300006954_000004
IMGVR_UViG_3300027777_000093	IMGVR_UViG_3300027777_000093
IMGVR_UViG_3300027779_000012	IMGVR_UViG_3300027779_000012
IMGVR_UViG_3300027782_000224	IMGVR_UViG_3300027782_000224
IMGVR_UViG_3300027782_000536	IMGVR_UViG_3300027782_000536
IMGVR_UViG_3300027782_000536	IMGVR_UViG_3300009159_000745
IMGVR_UViG_3300027782_000470	IMGVR_UViG_3300027782_000470
IMGVR_UViG_3300027786_000005	IMGVR_UViG_3300027786_000005
IMGVR_UViG_3300027786_000005	IMGVR_UViG_3300005989_000010
IMGVR_UViG_3300027786_000011	IMGVR_UViG_3300027786_000011
IMGVR_UViG_3300027797_000115	IMGVR_UViG_3300027797_000115
IMGVR_UViG_3300027797_000046	IMGVR_UViG_3300027797_000046
IMGVR_UViG_3300027797_000046	IMGVR_UViG_3300000756_000057
IMGVR_UViG_3300027800_000050	IMGVR_UViG_3300027800_000050
IMGVR_UViG_3300027800_000019	IMGVR_UViG_3300027800_000019
IMGVR_UViG_3300027800_000019	IMGVR_UViG_3300027796_000012
IMGVR_UViG_3300027800_000064	IMGVR_UViG_3300027800_000064
IMGVR_UViG_3300027804_000192	IMGVR_UViG_3300027804_000192
IMGVR_UViG_3300027804_000192	IMGVR_UViG_3300004240_000051
IMGVR_UViG_3300027804_000078	IMGVR_UViG_3300027804_000078
IMGVR_UViG_3300027806_000313	IMGVR_UViG_3300027806_000313
IMGVR_UViG_3300027813_000019	IMGVR_UViG_3300027813_000019
IMGVR_UViG_3300027813_000019	IMGVR_UViG_3300010883_001663
IMGVR_UViG_3300027813_000019	IMGVR_UViG_3300009420_000313
IMGVR_UViG_3300027832_000010	IMGVR_UViG_3300027832_000010
IMGVR_UViG_3300027832_000076	IMGVR_UViG_3300027832_000076
IMGVR_UViG_3300027832_000076	IMGVR_UViG_3300027848_000070
IMGVR_UViG_3300027832_000076	IMGVR_UViG_3300032435_000053
IMGVR_UViG_3300027832_000076	IMGVR_UViG_3300007520_000054
IMGVR_UViG_3300027832_000076	IMGVR_UViG_3300007522_000046
IMGVR_UViG_3300027832_000076	IMGVR_UViG_3300007519_000048
IMGVR_UViG_3300027833_000533	IMGVR_UViG_3300027833_000533
IMGVR_UViG_3300027848_000016	IMGVR_UViG_3300027848_000016
IMGVR_UViG_3300027848_000016	IMGVR_UViG_3300007522_000021
IMGVR_UViG_3300027848_000028	IMGVR_UViG_3300027848_000028
IMGVR_UViG_3300027848_000119	IMGVR_UViG_3300027848_000119
IMGVR_UViG_3300027851_000050	IMGVR_UViG_3300027851_000050
IMGVR_UViG_3300027851_000050	IMGVR_UViG_3300006033_000042
IMGVR_UViG_3300027858_000016	IMGVR_UViG_3300027858_000016
IMGVR_UViG_3300027858_000012	IMGVR_UViG_3300027858_000012
IMGVR_UViG_3300027858_000035	IMGVR_UViG_3300027858_000035
IMGVR_UViG_3300027859_000165	IMGVR_UViG_3300027859_000165
IMGVR_UViG_3300027865_000067	IMGVR_UViG_3300027865_000067
IMGVR_UViG_3300027870_000011	IMGVR_UViG_3300027870_000011
IMGVR_UViG_3300027874_000010	IMGVR_UViG_3300027874_000010
IMGVR_UViG_3300027874_000010	IMGVR_UViG_3300005764_000023
IMGVR_UViG_3300027874_000010	IMGVR_UViG_3300012971_000030
IMGVR_UViG_3300027874_000010	IMGVR_UViG_3300021560_000025
IMGVR_UViG_3300027880_000031	IMGVR_UViG_3300027880_000031
IMGVR_UViG_3300027880_000031	IMGVR_UViG_3300006969_000045
IMGVR_UViG_3300027891_000057	IMGVR_UViG_3300027891_000057
IMGVR_UViG_3300027892_000074	IMGVR_UViG_3300027892_000074
IMGVR_UViG_3300027896_000134	IMGVR_UViG_3300027896_000134
IMGVR_UViG_3300027902_000045	IMGVR_UViG_3300027902_000045
IMGVR_UViG_3300027906_000400	IMGVR_UViG_3300027906_000400
IMGVR_UViG_3300027911_000020	IMGVR_UViG_3300027911_000020
IMGVR_UViG_3300027932_000014	IMGVR_UViG_3300027932_000014
IMGVR_UViG_3300027937_000004	IMGVR_UViG_3300027937_000004
IMGVR_UViG_3300027963_000176	IMGVR_UViG_3300027963_000176
IMGVR_UViG_3300027963_000702	IMGVR_UViG_3300027963_000702
IMGVR_UViG_3300027963_000643	IMGVR_UViG_3300027963_000643
IMGVR_UViG_3300027965_000002	IMGVR_UViG_3300027965_000002
IMGVR_UViG_3300027965_000007	IMGVR_UViG_3300027965_000007
IMGVR_UViG_3300027967_000013	IMGVR_UViG_3300027967_000013
IMGVR_UViG_3300027967_000013	IMGVR_UViG_3300006467_000277
IMGVR_UViG_3300027967_000013	IMGVR_UViG_3300005609_000044
IMGVR_UViG_3300027967_000006	IMGVR_UViG_3300027967_000006
IMGVR_UViG_3300027968_000008	IMGVR_UViG_3300027968_000008
IMGVR_UViG_3300027969_000971	IMGVR_UViG_3300027969_000971
IMGVR_UViG_3300027970_000071	IMGVR_UViG_3300027970_000071
IMGVR_UViG_3300027970_000071	IMGVR_UViG_3300027728_000255
IMGVR_UViG_3300027970_000071	IMGVR_UViG_3300028044_000100
IMGVR_UViG_3300027970_000071	IMGVR_UViG_3300028581_000228
IMGVR_UViG_3300027970_000226	IMGVR_UViG_3300027970_000226
IMGVR_UViG_3300027970_000226	IMGVR_UViG_3300028553_000404
IMGVR_UViG_3300027970_000226	IMGVR_UViG_3300029268_000274
IMGVR_UViG_3300027971_000055	IMGVR_UViG_3300027971_000055
IMGVR_UViG_3300027971_000055	IMGVR_UViG_3300027736_000318
IMGVR_UViG_3300027971_000524	IMGVR_UViG_3300027971_000524
IMGVR_UViG_3300027972_000106	IMGVR_UViG_3300027972_000106
IMGVR_UViG_3300027974_000361	IMGVR_UViG_3300027974_000361
IMGVR_UViG_3300027976_000301	IMGVR_UViG_3300027976_000301
IMGVR_UViG_3300027977_000369	IMGVR_UViG_3300027977_000369
IMGVR_UViG_3300027977_000369	IMGVR_UViG_3300028581_000551
IMGVR_UViG_3300027977_000083	IMGVR_UViG_3300027977_000083
IMGVR_UViG_3300027977_000083	IMGVR_UViG_3300027728_000170
IMGVR_UViG_3300027977_000083	IMGVR_UViG_3300027730_000212
IMGVR_UViG_3300027977_000083	IMGVR_UViG_3300028557_000208
IMGVR_UViG_3300027977_000083	IMGVR_UViG_3300028114_000061
